id,hair_color_r1,hair_color_r2,hair_color_g1,hair_color_g2,hair_color_b1,hair_color_b2,hair_toon_color_r1,hair_toon_color_r2,hair_toon_color_g1,hair_toon_color_g2,hair_toon_color_b1,hair_toon_color_b2,mayu_color_r1,mayu_color_r2,mayu_color_g1,mayu_color_g2,mayu_color_b1,mayu_color_b2,mayu_toon_color_r1,mayu_toon_color_r2,mayu_toon_color_g1,mayu_toon_color_g2,mayu_toon_color_b1,mayu_toon_color_b2,eye_color_r1,eye_color_r2,eye_color_g1,eye_color_g2,eye_color_b1,eye_color_b2,tail_color_r1,tail_color_r2,tail_color_g1,tail_color_g2,tail_color_b1,tail_color_b2,tail_toon_color_r1,tail_toon_color_r2,tail_toon_color_g1,tail_toon_color_g2,tail_toon_color_b1,tail_toon_color_b2
10145,#C39FAC,#ECDC89,#FFEBD9,#808080,#494DD4,#FACF7E,#CAA3B0,#E59F66,#C0A4A4,#808080,#251980,#D6986A,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#D6986A,#B27F58,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#D6986A,#B27F58,#4A3521,#D9B167,#FDE3B2,#623C21,#7A572E,#DCB47B,#E6DECF,#FFFFFF,#FFFFFF,#A289D6,#FFFFFF,#FACF7E,#E6DECF,#FFFFFF,#FFFFFF,#A289D6,#FFFFFF,#D6986A
10146,#E296C9,#D6BE2F,#FFF9F9,#808080,#3EA4B0,#9C505D,#B96FAF,#784420,#D9C7CA,#808080,#1C5378,#7B3D46,#FFFFFF,#FFFFFF,#FFFFFF,#33191D,#7B3D46,#803F49,#FFFFFF,#FFFFFF,#FFFFFF,#33191D,#7B3D46,#803F49,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6CFD2,#FFFFFF,#FFFFFF,#5D4F7B,#FFFFFF,#9C505D,#E6CFD2,#FFFFFF,#FFFFFF,#5D4F7B,#FFFFFF,#7B3D46
10151,#9C68CF,#D16852,#E9E9E9,#808080,#8C183A,#524142,#9C68CF,#98364E,#D6D6D6,#808080,#461554,#352524,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#352723,#A98E87,#C7A79E,#402A29,#523C39,#AD8F88,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#524142,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#352524
10155,#E296C9,#D6BE2F,#FFEBD9,#808080,#3EA4B0,#9C505D,#B96FAF,#784420,#C3A5A5,#808080,#1C5378,#7B3D46,#FFFFFF,#FFFFFF,#FFFFFF,#33191D,#7B3D46,#803F49,#FFFFFF,#FFFFFF,#FFFFFF,#33191D,#7B3D46,#803F49,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6CFD2,#FFFFFF,#FFFFFF,#5D4F7B,#FFFFFF,#9C505D,#E6CFD2,#FFFFFF,#FFFFFF,#5D4F7B,#FFFFFF,#7B3D46
10156,#C39FAC,#ECDC89,#FFEBD9,#808080,#494DD4,#FACF7E,#CAA3B0,#E59F66,#FFBEBE,#808080,#251980,#D6986A,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#D6986A,#B27F58,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#D6986A,#B27F58,#4A3521,#D9B167,#FDE3B2,#623C21,#7A572E,#DCB47B,#E6DECF,#FFFFFF,#FFFFFF,#A289D6,#FFFFFF,#FACF7E,#E6DECF,#FFFFFF,#FFFFFF,#A289D6,#FFFFFF,#D6986A
10157,#E296C9,#D6BE2F,#FFEBD9,#808080,#3EA4B0,#9C505D,#B96FAF,#784420,#FFBEBE,#808080,#1C5378,#7B3D46,#FFFFFF,#FFFFFF,#FFFFFF,#33191D,#7B3D46,#803F49,#FFFFFF,#FFFFFF,#FFFFFF,#33191D,#7B3D46,#803F49,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6CFD2,#FFFFFF,#FFFFFF,#5D4F7B,#FFFFFF,#9C505D,#E6CFD2,#FFFFFF,#FFFFFF,#5D4F7B,#FFFFFF,#7B3D46
10159,#E296C9,#D6BE2F,#FFEBD9,#808080,#3EA4B0,#9C505D,#B96FAF,#784420,#FFBEBE,#808080,#1C5378,#7B3D46,#FFFFFF,#FFFFFF,#FFFFFF,#33191D,#7B3D46,#803F49,#FFFFFF,#FFFFFF,#FFFFFF,#33191D,#7B3D46,#803F49,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6CFD2,#FFFFFF,#FFFFFF,#5D4F7B,#FFFFFF,#9C505D,#E6CFD2,#FFFFFF,#FFFFFF,#5D4F7B,#FFFFFF,#7B3D46
10195,#E296C9,#D6BE2F,#797FB8,#808080,#3EA4B0,#797FB8,#B96FAF,#784420,#626CC3,#808080,#1C5378,#626CC3,#FFFFFF,#FFFFFF,#FFFFFF,#1A1C33,#626CC3,#5A63B2,#FFFFFF,#FFFFFF,#FFFFFF,#1A1C33,#5A63B2,#000000,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#CFD1E6,#FFFFFF,#FFFFFF,#937DC3,#FFFFFF,#797FB8,#CFD1E6,#FFFFFF,#FFFFFF,#937DC3,#626CC3,#000000
10196,#D2ABD9,#607669,#FAD18E,#808080,#353537,#FAD18E,#D2ABD9,#3D4B43,#BA7B46,#808080,#130C0D,#BA7B46,#FFFFFF,#FFFFFF,#FFFFFF,#332213,#BA7B46,#B27643,#FFFFFF,#FFFFFF,#FFFFFF,#332213,#B27643,#000000,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6DDCF,#FFFFFF,#FFFFFF,#8D77BA,#FFFFFF,#FAD18E,#E6DDCF,#FFFFFF,#FFFFFF,#8D77BA,#BA7B46,#000000
10197,#D2ABD9,#BC1623,#E4E1E5,#808080,#353537,#E4E1E5,#D2ABD9,#78151D,#CAB5D3,#808080,#130C0D,#CAB5D3,#FFFFFF,#FFFFFF,#FFFFFF,#312C33,#CAB5D3,#AB99B2,#FFFFFF,#FFFFFF,#FFFFFF,#312C33,#AB99B2,#000000,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#DFCFE6,#FFFFFF,#FFFFFF,#9F87D3,#FFFFFF,#E4E1E5,#DFCFE6,#FFFFFF,#FFFFFF,#9F87D3,#CAB5D3,#000000
10198,#D2ABD9,#576AE2,#EBE1E1,#808080,#808080,#E2CE67,#D2ABD9,#4D5EC9,#C6B9B8,#808080,#808080,#987C38,#FFFFFF,#FFFFFF,#FFFFFF,#332A13,#987C38,#987C38,#FFFFFF,#FFFFFF,#FFFFFF,#332A13,#987C38,#000000,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6E2CF,#FFFFFF,#FFFFFF,#736198,#FFFFFF,#E2CE67,#E6E2CF,#FFFFFF,#FFFFFF,#736198,#987C38,#000000
10199,#E296C9,#D6BE2F,#CF6A7B,#808080,#3EA4B0,#CF6A7B,#B96FAF,#784420,#A24554,#808080,#1C5378,#A24554,#FFFFFF,#FFFFFF,#FFFFFF,#33161B,#A24554,#A24554,#FFFFFF,#FFFFFF,#FFFFFF,#33161B,#A24554,#000000,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6CFD2,#FFFFFF,#FFFFFF,#7A67A2,#FFFFFF,#CF6A7B,#E6CFD2,#FFFFFF,#FFFFFF,#7A67A2,#A24554,#000000
10200,#D2ABD9,#BC1623,#F3B68B,#DDD8D8,#353537,#F3B68B,#D2ABD9,#78151D,#A1765C,#B4B0B0,#130C0D,#A1765C,#FFFFFF,#FFFFFF,#FFFFFF,#33251D,#A1765C,#A1765C,#FFFFFF,#FFFFFF,#FFFFFF,#33251D,#A1765C,#000000,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6D8CF,#FFFFFF,#FFFFFF,#7A67A1,#FFFFFF,#F3B68B,#E6D8CF,#FFFFFF,#FFFFFF,#7A67A1,#A1765C,#000000
10201,#E296C9,#D6BE2F,#E5CF73,#808080,#3EA4B0,#E5CF73,#B96FAF,#784420,#B89E68,#808080,#1C5378,#B89E68,#FFFFFF,#FFFFFF,#FFFFFF,#332C1D,#B89E68,#B29965,#FFFFFF,#FFFFFF,#FFFFFF,#332C1D,#B29965,#000000,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6E1CF,#FFFFFF,#FFFFFF,#8B76B8,#FFFFFF,#E5CF73,#E6E1CF,#FFFFFF,#FFFFFF,#8B76B8,#B89E68,#000000
10202,#CFCFD6,#E6EFF1,#BFBFD4,#808080,#A5A6CA,#BFBFD4,#B5A1C8,#BFBFD1,#7E77BC,#808080,#7E77BC,#7E77BC,#FFFFFF,#FFFFFF,#FFFFFF,#222033,#7E77BC,#7871B2,#FFFFFF,#FFFFFF,#FFFFFF,#222033,#7871B2,#000000,#40363C,#C2A8BF,#D8D0D8,#464042,#554C4F,#BDB3B7,#CFCFE6,#FFFFFF,#FFFFFF,#8E78BC,#FFFFFF,#BFBFD4,#CFCFE6,#FFFFFF,#FFFFFF,#8E78BC,#7E77BC,#000000
10203,#E296C9,#D6BE2F,#EFB0F1,#808080,#3EA4B0,#EFB0F1,#B96FAF,#784420,#B375B5,#808080,#1C5378,#B375B5,#FFFFFF,#FFFFFF,#FFFFFF,#322133,#B375B5,#B173B2,#FFFFFF,#FFFFFF,#FFFFFF,#322133,#B173B2,#000000,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E5CFE6,#FFFFFF,#FFFFFF,#8974B5,#FFFFFF,#EFB0F1,#E5CFE6,#FFFFFF,#FFFFFF,#8974B5,#B375B5,#000000
10204,#D2ABD9,#BC1623,#DDA769,#808080,#353537,#DDA769,#D2ABD9,#78151D,#9F7545,#808080,#130C0D,#9F7545,#FFFFFF,#FFFFFF,#FFFFFF,#332616,#9F7545,#9F7545,#FFFFFF,#FFFFFF,#FFFFFF,#332616,#9F7545,#000000,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6DBCF,#FFFFFF,#FFFFFF,#78669F,#FFFFFF,#DDA769,#E6DBCF,#FFFFFF,#FFFFFF,#78669F,#9F7545,#000000
10205,#E296C9,#D6BE2F,#F8F8F8,#808080,#3EA4B0,#F1DCC0,#B96FAF,#784420,#E2E2E2,#808080,#1C5378,#9F8F7A,#FFFFFF,#FFFFFF,#FFFFFF,#332E27,#9F8F7A,#9F8F7A,#FFFFFF,#FFFFFF,#FFFFFF,#332E27,#9F8F7A,#000000,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6DCCF,#FFFFFF,#FFFFFF,#78669F,#FFFFFF,#F1DCC0,#E6DCCF,#FFFFFF,#FFFFFF,#78669F,#9F8F7A,#000000
10206,#D2ABD9,#BC1623,#F8F8F8,#808080,#353537,#F8F8F8,#D2ABD9,#78151D,#6B6D6C,#808080,#130C0D,#6B6D6C,#FFFFFF,#FFFFFF,#FFFFFF,#323333,#6B6D6C,#7D807F,#FFFFFF,#FFFFFF,#FFFFFF,#323333,#7D807F,#000000,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6CFCF,#FFFFFF,#FFFFFF,#52466D,#FFFFFF,#F8F8F8,#E6CFCF,#FFFFFF,#FFFFFF,#52466D,#6B6D6C,#000000
10214,#58303A,#F2E9EA,#7A1834,#4D170F,#F2E9EA,#B1685E,#3D1123,#D4AFD8,#260D1C,#1E0506,#D4AFD8,#8A4246,#FFFFFF,#FFFFFF,#FFFFFF,#33191A,#8A4246,#8A4246,#FFFFFF,#FFFFFF,#FFFFFF,#33191A,#8A4246,#8A4246,#4B1934,#D87297,#FFD0DB,#504D4F,#703234,#D84283,#E6D1CF,#FFFFFF,#FFFFFF,#68588A,#FFFFFF,#B1685E,#E6D1CF,#FFFFFF,#FFFFFF,#68588A,#FFFFFF,#8A4246
10216,#4E7379,#103C43,#433936,#94563F,#431613,#CC3B4E,#2A485D,#102828,#2A1B1A,#6E2C29,#240C08,#7F2A54,#FFFFFF,#FFFFFF,#FFFFFF,#331122,#7F2A54,#802B54,#FFFFFF,#FFFFFF,#FFFFFF,#331122,#7F2A54,#802B54,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6CFD2,#FFFFFF,#FFFFFF,#60517F,#FFFFFF,#CC3B4E,#E6CFD2,#FFFFFF,#FFFFFF,#60517F,#FFFFFF,#7F2A54
10217,#F5B5B2,#8FBEC5,#6B4F4E,#E73E37,#E7546F,#F4B8B1,#E384AA,#5D639A,#522D31,#AF2741,#AA4369,#E183A4,#FFFFFF,#FFFFFF,#FFFFFF,#331E25,#E183A4,#B26882,#FFFFFF,#FFFFFF,#FFFFFF,#331E25,#E183A4,#B26882,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6D1CF,#FFFFFF,#FFFFFF,#AA90E1,#FFFFFF,#F4B8B1,#E6D1CF,#FFFFFF,#FFFFFF,#AA90E1,#FFFFFF,#E183A4
10218,#99928F,#AE6F4E,#45494A,#3170AE,#37C6DF,#DF5153,#837C79,#8B413E,#263B3C,#2A3B6A,#5781BB,#B94141,#FFFFFF,#FFFFFF,#FFFFFF,#331212,#B94141,#B23F3E,#FFFFFF,#FFFFFF,#FFFFFF,#331212,#B94141,#B23F3E,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6CFCF,#FFFFFF,#FFFFFF,#8B76B9,#FFFFFF,#DF5153,#E6CFCF,#FFFFFF,#FFFFFF,#8B76B9,#FFFFFF,#B94141
10220,#ECB130,#ECDC89,#FAF5F1,#7F7850,#494DD4,#FACF7E,#D38D4E,#C5A469,#D8B5D3,#696937,#4E408E,#D6986A,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#D6986A,#B27F58,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#D6986A,#B27F58,#4A3521,#D9B167,#FDE3B2,#623C21,#7A572E,#DCB47B,#E6DECF,#FFFFFF,#FFFFFF,#A289D6,#FFFFFF,#FACF7E,#E6DECF,#FFFFFF,#FFFFFF,#A289D6,#FFFFFF,#D6986A
10222,#D2ABD9,#BC1623,#BC2E54,#808080,#353537,#C0615D,#7985B8,#76103C,#66234D,#656161,#151322,#954B47,#FFFFFF,#FFFFFF,#FFFFFF,#331A18,#954B47,#954B47,#FFFFFF,#FFFFFF,#FFFFFF,#331A18,#954B47,#954B47,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6CFCF,#FFFFFF,#FFFFFF,#715F95,#FFFFFF,#C0615D,#E6CFCF,#FFFFFF,#FFFFFF,#715F95,#FFFFFF,#954B47
10223,#E296C9,#D6BE2F,#EEEEEE,#808080,#E238BF,#9C505D,#8662C9,#C09649,#D3BDD1,#656161,#88459C,#7B3D46,#FFFFFF,#FFFFFF,#FFFFFF,#33191D,#7B3D46,#803F49,#FFFFFF,#FFFFFF,#FFFFFF,#33191D,#7B3D46,#803F49,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6CFD2,#FFFFFF,#FFFFFF,#5D4F7B,#FFFFFF,#9C505D,#E6CFD2,#FFFFFF,#FFFFFF,#5D4F7B,#FFFFFF,#7B3D46
10226,#9C68CF,#D16852,#541818,#808080,#88CF63,#524142,#64429E,#A95441,#260A0E,#656161,#4A999E,#352524,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#352723,#A98E87,#C7A79E,#402A29,#523C39,#AD8F88,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#524142,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#352524
10230,#875963,#3B876D,#C74561,#F1E7E9,#40161F,#400A26,#643458,#1E366C,#893456,#D3AED9,#22090D,#000000,#FFFFFF,#FFFFFF,#FFFFFF,#333333,#000000,#808080,#FFFFFF,#FFFFFF,#FFFFFF,#333333,#000000,#808080,#352723,#A98E87,#C7A79E,#402A29,#523C39,#AD8F88,#E6CFDA,#FFFFFF,#FFFFFF,#000000,#FFFFFF,#400A26,#E6CFDA,#FFFFFF,#FFFFFF,#000000,#FFFFFF,#000000
10233,#58585B,#2A1F5B,#5B500F,#A09FF8,#214ECD,#71693A,#35424E,#18131F,#152409,#7B7CBF,#38398C,#585B24,#FFFFFF,#FFFFFF,#FFFFFF,#313314,#585B24,#7C8033,#FFFFFF,#FFFFFF,#FFFFFF,#313314,#585B24,#7C8033,#352723,#A98E87,#C7A79E,#402A29,#523C39,#AD8F88,#E6E2CF,#FFFFFF,#FFFFFF,#443A5B,#FFFFFF,#71693A,#E6E2CF,#FFFFFF,#FFFFFF,#443A5B,#FFFFFF,#585B24
10234,#9C68CF,#F38A8A,#541818,#808080,#7EDCDF,#524142,#64429E,#CC6A7D,#250A0E,#656161,#4A99A6,#352524,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#352723,#A98E87,#C7A79E,#402A29,#523C39,#AD8F88,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#524142,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#352524
10235,#547576,#762336,#764C61,#17764A,#76164E,#761416,#38415D,#391322,#532D4A,#10453C,#240C21,#300917,#FFFFFF,#FFFFFF,#FFFFFF,#330A19,#300917,#80193E,#FFFFFF,#FFFFFF,#FFFFFF,#330A19,#300917,#80193E,#352723,#A98E87,#C7A79E,#402A29,#523C39,#AD8F88,#E6CFCF,#FFFFFF,#FFFFFF,#241F30,#FFFFFF,#761416,#E6CFCF,#FFFFFF,#FFFFFF,#241F30,#FFFFFF,#300917
10236,#9C68CF,#D16852,#541818,#808080,#392346,#54383F,#64429E,#A95441,#250A0E,#656161,#0B0737,#391725,#FFFFFF,#FFFFFF,#FFFFFF,#331521,#391725,#803453,#FFFFFF,#FFFFFF,#FFFFFF,#331521,#391725,#803453,#352723,#A98E87,#C7A79E,#402A29,#523C39,#AD8F88,#E6CFD5,#FFFFFF,#FFFFFF,#2B2439,#FFFFFF,#54383F,#E6CFD5,#FFFFFF,#FFFFFF,#2B2439,#FFFFFF,#391725
10237,#4E7379,#103C43,#432D2E,#94563F,#431613,#CC3B4E,#2A485D,#102828,#2A1519,#6E2C29,#240C08,#7F2A54,#FFFFFF,#FFFFFF,#FFFFFF,#331122,#7F2A54,#802A54,#FFFFFF,#FFFFFF,#FFFFFF,#331122,#7F2A54,#802A54,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6CFD2,#FFFFFF,#FFFFFF,#60517F,#FFFFFF,#CC3B4E,#E6CFD2,#FFFFFF,#FFFFFF,#60517F,#FFFFFF,#7F2A54
10238,#9C68CF,#372957,#39244D,#808080,#771319,#524142,#64429E,#1C1731,#1A1228,#656161,#300919,#352524,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#352723,#A98E87,#C7A79E,#402A29,#523C39,#AD8F88,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#524142,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#352524
10240,#E296C9,#189C82,#5E1414,#808080,#306A80,#9C505D,#8662C9,#2C5870,#16050B,#656161,#274763,#7B3D46,#FFFFFF,#FFFFFF,#FFFFFF,#33191D,#7B3D46,#803F49,#FFFFFF,#FFFFFF,#FFFFFF,#33191D,#7B3D46,#803F49,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6CFD2,#FFFFFF,#FFFFFF,#5D4F7B,#FFFFFF,#9C505D,#E6CFD2,#FFFFFF,#FFFFFF,#5D4F7B,#FFFFFF,#7B3D46
10241,#D2ABD9,#592063,#C0615D,#808080,#C3C3C3,#C0615D,#7985B8,#1C1124,#954B47,#656161,#A69696,#954B47,#FFFFFF,#FFFFFF,#FFFFFF,#331A18,#954B47,#954B47,#FFFFFF,#FFFFFF,#FFFFFF,#331A18,#954B47,#954B47,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6CFCF,#FFFFFF,#FFFFFF,#715F95,#FFFFFF,#C0615D,#E6CFCF,#FFFFFF,#FFFFFF,#715F95,#FFFFFF,#954B47
10242,#E6EFF1,#E6EFF1,#E6EFF1,#E6EFF1,#A5A6CA,#E6EFF1,#BFBFD1,#BFBFD1,#BFBFD1,#BFBFD1,#7E77BC,#BFBFD1,#FFFFFF,#FFFFFF,#FFFFFF,#2F2F33,#BFBFD1,#A3A3B2,#FFFFFF,#FFFFFF,#FFFFFF,#2F2F33,#BFBFD1,#A3A3B2,#40363C,#C2A8BF,#D8D0D8,#464042,#554C4F,#BDB3B7,#CFE1E6,#FFFFFF,#FFFFFF,#9E86D1,#FFFFFF,#E6EFF1,#CFE1E6,#FFFFFF,#FFFFFF,#9E86D1,#FFFFFF,#BFBFD1
10246,#9C68CF,#52182A,#524142,#808080,#801F1A,#524142,#64429E,#181011,#352524,#656161,#3B0D1B,#352524,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#352723,#A98E87,#C7A79E,#402A29,#523C39,#AD8F88,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#524142,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#352524
10248,#E296C9,#148077,#803516,#808080,#2A514B,#9C505D,#8662C9,#253F57,#531D12,#656161,#295349,#7B3D46,#FFFFFF,#FFFFFF,#FFFFFF,#33191D,#7B3D46,#803F49,#FFFFFF,#FFFFFF,#FFFFFF,#33191D,#7B3D46,#803F49,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6CFD2,#FFFFFF,#FFFFFF,#5D4F7B,#FFFFFF,#9C505D,#E6CFD2,#FFFFFF,#FFFFFF,#5D4F7B,#FFFFFF,#7B3D46
10249,#E296C9,#F7F7F7,#601515,#808080,#C34343,#601515,#8662C9,#CEB9D2,#19060D,#656161,#9D3634,#19060D,#FFFFFF,#FFFFFF,#FFFFFF,#330D1A,#19060D,#802041,#FFFFFF,#FFFFFF,#FFFFFF,#330D1A,#19060D,#802041,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6CFCF,#FFFFFF,#FFFFFF,#131019,#FFFFFF,#601515,#E6CFCF,#FFFFFF,#FFFFFF,#131019,#FFFFFF,#19060D
10250,#E296C9,#683432,#683432,#808080,#E22F8F,#683432,#8662C9,#49231F,#49231F,#656161,#913781,#49231F,#FFFFFF,#FFFFFF,#FFFFFF,#331816,#49231F,#803D36,#FFFFFF,#FFFFFF,#FFFFFF,#331816,#49231F,#803D36,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6CFCF,#FFFFFF,#FFFFFF,#372F49,#FFFFFF,#683432,#E6CFCF,#FFFFFF,#FFFFFF,#372F49,#FFFFFF,#49231F
10251,#2F9CB0,#395B62,#C4658A,#BE886F,#E0E0E0,#C4658A,#455996,#1C1653,#A4437D,#A15669,#C8E2E3,#A4437D,#FFFFFF,#FFFFFF,#FFFFFF,#331527,#A4437D,#A4437D,#FFFFFF,#FFFFFF,#FFFFFF,#331527,#A4437D,#A4437D,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6CFD8,#FFFFFF,#FFFFFF,#7C69A4,#FFFFFF,#C4658A,#E6CFD8,#FFFFFF,#FFFFFF,#7C69A4,#FFFFFF,#A4437D
10252,#D2ABD9,#D973CF,#7C1F1B,#808080,#505050,#C0615D,#7985B8,#8343B7,#470F18,#656161,#443142,#954B47,#FFFFFF,#FFFFFF,#FFFFFF,#331A18,#954B47,#954B47,#FFFFFF,#FFFFFF,#FFFFFF,#331A18,#954B47,#954B47,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6CFCF,#FFFFFF,#FFFFFF,#715F95,#FFFFFF,#C0615D,#E6CFCF,#FFFFFF,#FFFFFF,#715F95,#FFFFFF,#954B47
10253,#EAB871,#3765AA,#DCDCD2,#163041,#FBDD52,#614620,#C07E4C,#2D3665,#C7C1BA,#25383A,#E6B86F,#4B4403,#FFFFFF,#FFFFFF,#FFFFFF,#332E02,#4B4403,#807205,#FFFFFF,#FFFFFF,#FFFFFF,#332E02,#4B4403,#807205,#26350C,#81A924,#C4C7BC,#3F403A,#51524A,#84AD67,#E6DCCF,#FFFFFF,#FFFFFF,#39304B,#FFFFFF,#614620,#E6DCCF,#FFFFFF,#FFFFFF,#39304B,#FFFFFF,#4B4403
10254,#755436,#1C1C7B,#232354,#437592,#ABC4D7,#1F3144,#5D1F27,#11123F,#131118,#1C4575,#729CB9,#303E40,#FFFFFF,#FFFFFF,#FFFFFF,#273233,#303E40,#607C80,#FFFFFF,#FFFFFF,#FFFFFF,#273233,#303E40,#607C80,#353331,#A95A2E,#C7A383,#402F0C,#521E0D,#AD8126,#CFDAE6,#FFFFFF,#FFFFFF,#302940,#FFFFFF,#1F3144,#CFDAE6,#FFFFFF,#FFFFFF,#302940,#FFFFFF,#303E40
10255,#D4D1CF,#D49162,#5E301F,#2A63D4,#D35020,#5E301F,#C9ACB2,#A75D45,#45100A,#32398D,#9F2123,#44100A,#FFFFFF,#FFFFFF,#FFFFFF,#330C08,#44100A,#801D13,#FFFFFF,#FFFFFF,#FFFFFF,#330C08,#44100A,#801D13,#352A28,#A95334,#C7BFBE,#40151C,#522214,#AD3942,#E6D5CF,#FFFFFF,#FFFFFF,#342C44,#FFFFFF,#5E301F,#E6D5CF,#FFFFFF,#FFFFFF,#342C44,#FFFFFF,#44100A
10256,#124E6C,#D9C1BA,#666B6C,#DA4824,#6C1218,#6C3A2C,#252E4A,#BD919F,#385645,#A4222E,#240713,#482619,#FFFFFF,#FFFFFF,#FFFFFF,#331B12,#482619,#80442C,#FFFFFF,#FFFFFF,#FFFFFF,#331B12,#482619,#80442C,#35312F,#A92827,#C75C3A,#401810,#52391E,#ADA6A3,#E6D4CF,#FFFFFF,#FFFFFF,#372E48,#FFFFFF,#6C3A2C,#E6D4CF,#FFFFFF,#FFFFFF,#372E48,#FFFFFF,#482619
10257,#1A5321,#E886C0,#534C51,#531747,#522E53,#534C51,#0D2A15,#8E52CE,#37233C,#020202,#200C37,#372E43,#FFFFFF,#FFFFFF,#FFFFFF,#2A2333,#372E43,#6A5780,#FFFFFF,#FFFFFF,#FFFFFF,#2A2333,#372E43,#6A5780,#352723,#A98E87,#C7A79E,#402A29,#523C39,#AD8F88,#E6CFDC,#FFFFFF,#FFFFFF,#322B43,#FFFFFF,#534C51,#E6CFDC,#FFFFFF,#FFFFFF,#322B43,#FFFFFF,#372E43
10258,#9CB4C6,#E8C392,#2F98E8,#E8A837,#0B2A41,#2F98E8,#668EA8,#D08D6C,#2457A6,#C27C4A,#0E111B,#2457A6,#FFFFFF,#FFFFFF,#FFFFFF,#0B1B33,#2457A6,#2457A6,#FFFFFF,#FFFFFF,#FFFFFF,#0B1B33,#2457A6,#2457A6,#093517,#5CA965,#C6C7C6,#1D4035,#0E5211,#28AD4F,#CFDCE6,#FFFFFF,#FFFFFF,#7D6AA6,#FFFFFF,#2F98E8,#CFDCE6,#FFFFFF,#FFFFFF,#7D6AA6,#FFFFFF,#2457A6
