id,color_r1,color_r2,color_g1,color_g2,color_b1,color_b2,toon_color_r1,toon_color_r2,toon_color_g1,toon_color_g2,toon_color_b1,toon_color_b2
9170,#DCB7B2,#6FB4DC,#BD6660,#7BDBD9,#462424,#3E494D,#B28094,#416CA9,#94504A,#489AA3,#2D0F13,#18223B
9171,#1D7D9D,#9CE1F8,#9D7A58,#5F7881,#1F3942,#813336,#455183,#619DBF,#88474F,#364E64,#36463F,#5B2324
9172,#E9898E,#793A3D,#7DCAB3,#1F403D,#F7F7F7,#52303B,#C36880,#542729,#40599C,#244436,#C5D3B9,#371224
9173,#2EF09C,#106641,#537164,#811548,#661525,#86D9B5,#4AB0BE,#0A382F,#364D58,#2F0F28,#1B0712,#5A73B6
9174,#6E231B,#F5BDB8,#79645B,#F13A2A,#69B8EB,#255479,#3F0E12,#E38AA9,#5B3F46,#B91E37,#3C6DB7,#383C55
9175,#C8BDA2,#B2944B,#504D47,#604B16,#202A8D,#283560,#A6817D,#89602F,#3F2B29,#411E10,#1C1748,#2C2B37
9176,#314140,#4AD9D4,#899696,#41121F,#12625F,#5F9997,#3F2C3F,#6A97B6,#6F7881,#22070D,#18473E,#425480
9177,#FBF8D0,#2B72FB,#C4BB31,#FBEF82,#696862,#628EDB,#EBD8B3,#3843B5,#B09347,#D4B462,#554546,#405FA4
9178,#7A497F,#CB54D5,#CB54D5,#D9EAD9,#586D58,#DAD6DB,#3B265C,#873F75,#873F75,#C5DDEB,#355252,#AB94C8
9179,#9D626E,#2A9D88,#9D184A,#C34876,#EEE4E8,#461B2B,#7A405C,#3E6074,#4B173A,#843562,#E8C1EF,#270C14
9180,#232761,#47441A,#383FA8,#E9D43E,#E8E9E3,#A0A35B,#1B1825,#263203,#1D2076,#D4AB59,#D0BDBC,#63813E
9181,#76908B,#364240,#F6CBD4,#422623,#7E6B68,#F94B3C,#556477,#171B30,#F5A7F7,#290F11,#604852,#C32D40
9182,#345976,#67AFE9,#A15F47,#EDB868,#512424,#493C20,#2A3A59,#3E6EAB,#7A332F,#C47E48,#321513,#333307
9183,#71716B,#374971,#71491C,#162871,#145B71,#30B9E5,#534E4B,#3F3E4A,#511D16,#1A1934,#224656,#4674BD
9184,#565656,#CCAEA5,#753523,#4E3E3F,#1C5656,#B7583C,#49353C,#AF7D8C,#4E2416,#332123,#1D3B38,#B1262E
9185,#B28879,#4B1F0F,#45312B,#5EB2AD,#FEF9F7,#1E66B2,#945E6E,#320602,#2C1513,#405A99,#D6B5D7,#314173
9186,#B79C89,#D76C22,#576475,#283775,#4F87E8,#757433,#976970,#AE4832,#254454,#252439,#4854A5,#515E1F
9187,#4BCBD7,#BAD7D2,#515D5B,#D9BBBC,#D74C24,#0E4A40,#5F89B1,#8091AC,#2A324F,#AF879D,#A2232B,#092F17
9188,#3F55D0,#D0BD97,#877CD0,#353440,#D0CD62,#D07A31,#433B8A,#B68478,#5E5A99,#191A33,#A89345,#A1492C
9189,#3C2F67,#322746,#3D3943,#1C0F49,#8D7DBF,#C4C1CF,#25202B,#221038,#272329,#06040F,#5B588C,#8C86B0
9190,#4C2D32,#3A6358,#631740,#D7337E,#CBD7D0,#D9827F,#31101B,#162855,#10060F,#863672,#8DA5AB,#B35F6E
10001,#a1372f,#e9ecf0,#f0b370,#a1372f,#a1372f,#a1372f,#702111,#c3b7d9,#c37641,#702111,#702111,#702111
10002,#a1372f,#d7de72,#f0b370,#a1372f,#a1372f,#a1372f,#702111,#e3ae6c,#c37641,#702111,#702111,#702111
10003,#68b366,#e9ecf0,#f0b370,#6c3875,#6c3875,#68b366,#258b76,#c3b7d9,#c37641,#511960,#511960,#258b76
10004,#5260b8,#e9ecf0,#ffe1bb,#5260b8,#5260b8,#5260b8,#4f408d,#c3b7d9,#f7b39e,#4f408d,#4f408d,#4f408d
10005,#5260b8,#a1372f,#ffe7cb,#d7de72,#d7de72,#5260b8,#4f408d,#702111,#fabbad,#e3ae6c,#e3ae6c,#4f408d
10006,#68b366,#a1372f,#ffebd9,#68b366,#68b366,#68b366,#258b76,#702111,#ffbebe,#258b76,#258b76,#258b76
10007,#eab3ce,#d7de72,#ffe7cb,#eab3ce,#eab3ce,#eab3ce,#d78bce,#e3ae6c,#fabbad,#d78bce,#d78bce,#d78bce
10008,#a1372f,#3e3638,#ffe1bb,#d7de72,#d7de72,#a1372f,#702111,#30101f,#f7b39e,#e3ae6c,#e3ae6c,#702111
10009,#eab3ce,#6c3875,#ffe1bb,#eab3ce,#eab3ce,#eab3ce,#d78bce,#511960,#f7b39e,#d78bce,#d78bce,#d78bce
10010,#e9ecf0,#68b366,#ffebd9,#e9ecf0,#e9ecf0,#e9ecf0,#c3b7d9,#258b76,#ffbebe,#c3b7d9,#c3b7d9,#c3b7d9
10011,#a1372f,#e9ecf0,#ffebd9,#68b366,#68b366,#a1372f,#702111,#c3b7d9,#ffbebe,#258b76,#258b76,#702111
10012,#d7de72,#a1372f,#ffe7cb,#5260b8,#5260b8,#d7de72,#e3ae6c,#702111,#fabbad,#4f408d,#4f408d,#e3ae6c
10013,#3e3638,#d7de72,#ffe7cb,#3e3638,#3e3638,#3e3638,#30101f,#e3ae6c,#fabbad,#30101f,#30101f,#30101f
10014,#3e3638,#a1372f,#f0b370,#3e3638,#3e3638,#3e3638,#30101f,#702111,#c37641,#30101f,#30101f,#30101f
10015,#d7de72,#99d2d9,#ffe1bb,#d7de72,#d7de72,#d7de72,#e3ae6c,#8fa8e0,#f7b39e,#e3ae6c,#e3ae6c,#e3ae6c
10016,#eab3ce,#68b366,#ffe7cb,#d7de72,#d7de72,#eab3ce,#d78bce,#258b76,#fabbad,#e3ae6c,#e3ae6c,#d78bce
10017,#e9ecf0,#eab3ce,#ffe7cb,#e9ecf0,#e9ecf0,#e9ecf0,#c3b7d9,#d78bce,#fabbad,#c3b7d9,#c3b7d9,#c3b7d9
10018,#68b366,#e9ecf0,#ffe7cb,#68b366,#68b366,#68b366,#258b76,#c3b7d9,#fabbad,#258b76,#258b76,#258b76
10019,#eab3ce,#a1372f,#ffe7cb,#eab3ce,#eab3ce,#eab3ce,#d78bce,#702111,#fabbad,#d78bce,#d78bce,#d78bce
10020,#eab3ce,#68b366,#f0b370,#eab3ce,#eab3ce,#eab3ce,#d78bce,#258b76,#c37641,#d78bce,#d78bce,#d78bce
10021,#444748,#292929,#f0b370,#1D1D1D,#48494F,#3D6C38,#1D2536,#2A2723,#c37641,#1E1C1A,#1C1E3A,#1B4D4E
10022,#e9ecf0,#68b366,#ffe7cb,#e9ecf0,#e9ecf0,#e9ecf0,#c3b7d9,#258b76,#fabbad,#c3b7d9,#c3b7d9,#c3b7d9
10023,#e9ecf0,#5260b8,#ffe1bb,#a1372f,#a1372f,#e9ecf0,#c3b7d9,#4f408d,#f7b39e,#702111,#702111,#c3b7d9
10024,#6c3875,#5260b8,#ffe1bb,#6c3875,#6c3875,#6c3875,#511960,#4f408d,#f7b39e,#511960,#511960,#511960
10025,#d7de72,#a1372f,#f0b370,#d7de72,#d7de72,#d7de72,#e3ae6c,#702111,#c37641,#e3ae6c,#e3ae6c,#e3ae6c
10026,#68b366,#e9ecf0,#ffebd9,#a1372f,#a1372f,#68b366,#258b76,#c3b7d9,#ffbebe,#702111,#702111,#258b76
10027,#eab3ce,#a1372f,#ffe7cb,#eab3ce,#eab3ce,#eab3ce,#d78bce,#702111,#fabbad,#d78bce,#d78bce,#d78bce
10028,#d7de72,#a1372f,#ffe7cb,#d7de72,#d7de72,#d7de72,#e3ae6c,#702111,#fabbad,#e3ae6c,#e3ae6c,#e3ae6c
10029,#444748,#182848,#f0b370,#172C48,#121A48,#3981E2,#1C2436,#16161F,#c37641,#15161F,#15131F,#3A4C9D
10030,#d7de72,#a1372f,#ffe1bb,#6c3875,#6c3875,#d7de72,#e3ae6c,#702111,#f7b39e,#511960,#511960,#e3ae6c
10031,#444748,#292929,#ffebd9,#1D1D1D,#48494F,#3D6C38,#1D2536,#2A2723,#ffbebe,#1E1C1A,#1C1E3A,#1B4D4E
10032,#5260b8,#a1372f,#ffe1bb,#5260b8,#5260b8,#5260b8,#4f408d,#702111,#f7b39e,#4f408d,#4f408d,#4f408d
10033,#5260b8,#d7de72,#ffebd9,#5260b8,#5260b8,#5260b8,#4f408d,#e3ae6c,#ffbebe,#4f408d,#4f408d,#4f408d
10034,#444748,#182848,#ffe7cb,#172C48,#121A48,#3981E2,#1C2436,#16161F,#fabbad,#15161F,#15131F,#3A4C9D
10035,#a1372f,#d7de72,#ffe7cb,#3e3638,#3e3638,#a1372f,#702111,#e3ae6c,#fabbad,#30101f,#30101f,#702111
10036,#6c3875,#a1372f,#f0b370,#6c3875,#6c3875,#6c3875,#511960,#702111,#c37641,#511960,#511960,#511960
10037,#a1372f,#5260b8,#ffe7cb,#d7de72,#d7de72,#a1372f,#702111,#4f408d,#fabbad,#e3ae6c,#e3ae6c,#702111
10038,#5260b8,#e9ecf0,#f0b370,#68b366,#68b366,#5260b8,#4f408d,#c3b7d9,#c37641,#258b76,#258b76,#4f408d
10039,#eab3ce,#99d2d9,#ffe1bb,#eab3ce,#eab3ce,#eab3ce,#d78bce,#8fa8e0,#f7b39e,#d78bce,#d78bce,#d78bce
10052,#e9ecf0,#d7de72,#f0b370,#a1372f,#a1372f,#e9ecf0,#c3b7d9,#e3ae6c,#c37641,#702111,#702111,#c3b7d9
10053,#5260b8,#d7de72,#ffe7cb,#5260b8,#5260b8,#5260b8,#4f408d,#e3ae6c,#fabbad,#4f408d,#4f408d,#4f408d
10054,#68b366,#a1372f,#ffe1bb,#68b366,#68b366,#68b366,#258b76,#702111,#f7b39e,#258b76,#258b76,#258b76
10055,#e9ecf0,#68b366,#ffe1bb,#e9ecf0,#e9ecf0,#e9ecf0,#c3b7d9,#258b76,#f7b39e,#c3b7d9,#c3b7d9,#c3b7d9
10056,#eab3ce,#e9ecf0,#f0b370,#5260b8,#5260b8,#eab3ce,#d78bce,#c3b7d9,#c37641,#4f408d,#4f408d,#d78bce
10057,#444748,#182848,#ffebd9,#172C48,#121A48,#3981E2,#1C2436,#16161F,#ffbebe,#15161F,#15131F,#3A4C9D
10058,#3e3638,#a1372f,#ffebd9,#3e3638,#3e3638,#3e3638,#30101f,#702111,#ffbebe,#30101f,#30101f,#30101f
10059,#444748,#182848,#ffe7cb,#172C48,#121A48,#3981E2,#1C2436,#16161F,#fabbad,#15161F,#15131F,#3A4C9D
10060,#a1372f,#5260b8,#ffe7cb,#a1372f,#a1372f,#a1372f,#702111,#4f408d,#fabbad,#702111,#702111,#702111
10061,#5260b8,#a1372f,#ffe1bb,#d7de72,#d7de72,#5260b8,#4f408d,#702111,#f7b39e,#e3ae6c,#e3ae6c,#4f408d
10062,#6E2272,#AB91AD,#ffebd9,#DD67E3,#89568E,#E294E6,#2A1633,#6B5B80,#ffbebe,#834EAA,#462F6C,#6061CD
10063,#4C4B34,#323E56,#ffebd9,#190E4C,#2C2D4C,#DAD56D,#2D3714,#132F48,#ffbebe,#060412,#1C1928,#B29C4F
10064,#4F3CF9,#412BB4,#ffebd9,#F984FD,#291F60,#D4D1E2,#4336BD,#2F2378,#ffbebe,#B759CD,#1A1426,#9BA3D4
10065,#501517,#B1302F,#ffe1bb,#BB3047,#BB536C,#F3B1C0,#21080D,#6C1F39,#f7b39e,#6D2149,#974153,#C07AAE
10066,#444748,#182848,#ffe1bb,#172C48,#121A48,#3981E2,#1C2436,#16161F,#f7b39e,#15161F,#15131F,#3A4C9D
10067,#a1372f,#5260b8,#f0b370,#d7de72,#d7de72,#a1372f,#702111,#4f408d,#c37641,#e3ae6c,#e3ae6c,#702111
10068,#B2857D,#8C3C44,#ffe7cb,#460C17,#8C2B18,#94B2F2,#945F74,#672B2F,#fabbad,#050303,#570E10,#6573B4
10069,#0B2E46,#394246,#f0b370,#303C42,#3F464E,#C7D3D6,#111421,#151F34,#c37641,#3D2C42,#172439,#8B8BAD
10070,#837E7A,#14165C,#ffe7cb,#22439D,#1D3883,#B53137,#66595B,#0F0D20,#fabbad,#2C2D5E,#232446,#6E213F
10071,#704568,#E9CFE2,#ffebd9,#E990E8,#BF76BC,#2348A4,#3F234E,#CDAFE5,#ffbebe,#625CCF,#72479C,#2D2F64
10072,#433B15,#FEDD50,#ffebd9,#D7B767,#A89850,#5922A1,#272D01,#E9B76E,#ffbebe,#AF8049,#7F6533,#371D6B
10073,#444748,#182848,#f0b370,#172C48,#121A48,#3981E2,#1C2436,#16161F,#c37641,#15161F,#15131F,#3A4C9D
10074,#837E7A,#4548B9,#ffe1bb,#3960C8,#3F5593,#82272B,#65595B,#463975,#f7b39e,#373882,#24335D,#531724
10075,#692453,#FFFAFB,#ffebd9,#A01B75,#FFFAFB,#BF344D,#170B16,#FDEDFC,#ffbebe,#552058,#FDEDFC,#70244D
10076,#72706F,#204CB9,#ffe1bb,#D34726,#5E6DB9,#F2EEEB,#544D4E,#313378,#f7b39e,#9F1C1B,#394484,#F1DAE2
10077,#6D6166,#67304A,#ffebd9,#A82A23,#A82740,#E9E1E4,#4A374A,#481D2E,#ffbebe,#711627,#59193D,#ECC7DB
10078,#B17043,#EDEDED,#ffebd9,#B13D2D,#B0B0B1,#163A80,#834330,#E2ECEF,#ffbebe,#7D1F22,#93959A,#1F2344
10079,#51B994,#7C364F,#ffe1bb,#EED65B,#AA1F3A,#521D4F,#54779E,#5B203E,#f7b39e,#CCA35D,#5C153C,#010101
10080,#D5E727,#8C88A8,#ffe7cb,#648A21,#7778EF,#576946,#D9C644,#444B87,#fabbad,#1F593A,#7566AC,#254B3D
10081,#388387,#872C25,#ffebd9,#872116,#871719,#3A3A3A,#22316E,#53161C,#ffbebe,#500C15,#420C20,#25171B
10082,#501517,#B1302F,#ffe7cb,#BB3047,#BB536C,#F3B1C0,#21080D,#6C1F39,#fabbad,#6C2149,#964154,#C07AAE
10083,#49CE7F,#4F3236,#f0b370,#7D0E22,#602B2C,#8BBC96,#549B98,#361922,#c37641,#33071F,#411B19,#577B95
10084,#433B15,#FFEB96,#ffe7cb,#D4C117,#CAB557,#8B6CB4,#272D01,#D8B274,#fabbad,#C39432,#A27D3B,#404992
10085,#501517,#AD6261,#ffebd9,#D6C323,#D45556,#E5E5E5,#21080D,#864B4A,#ffbebe,#C5993E,#AD4443,#E7DBDF
10086,#C1D2EA,#8DB6E7,#ffebd9,#7EB6D9,#7CE1F1,#933B37,#80B1D3,#5284B4,#ffbebe,#4978A5,#489CB8,#6D2C27
10087,#71976C,#D6D6D6,#ffe1bb,#802B2B,#EEF0EE,#40583F,#42797A,#B8A7A6,#f7b39e,#5A1E1D,#EAF1E3,#183C41
10088,#71976C,#D6D6D6,#ffe7cb,#802B2B,#EEF0EE,#40583F,#42797A,#B8A7A6,#fabbad,#5A1E1D,#EAF1E3,#183C41
10089,#71976C,#ECECEC,#ffebd9,#8E0303,#989898,#5E7B5D,#42797A,#EEE1E7,#ffbebe,#47031B,#807979,#375A5D
10090,#D5E727,#8C88A8,#f0b370,#648A21,#7778EF,#576946,#D9C644,#444B87,#c37641,#1F593A,#7566AC,#254B3D
10091,#833FFD,#BD9EF5,#ffe1bb,#BA5FED,#E7E4EB,#2F1C51,#5F3FC7,#7A84C8,#f7b39e,#7E5FAE,#DACEEC,#120D15
10092,#3B40E0,#D2D7E0,#ffe7cb,#D4ADD0,#D4D5D6,#3369D6,#3237A4,#B4B9D8,#fabbad,#827AB1,#B2B0C6,#383E8F
10093,#EAF1D4,#5D731D,#ffe7cb,#DEDC38,#F9F784,#4E5833,#BBE7E6,#183E20,#fabbad,#CFB152,#D1BC62,#133D26
10094,#60F6E9,#ABCAC8,#ffe1bb,#C3DBE6,#F6AAC3,#FBADC0,#7BB5D3,#7381A0,#f7b39e,#A0AED7,#B577D4,#C27AD9
10095,#5B215D,#413E43,#ffebd9,#D1E0D2,#40433F,#375D37,#08050A,#2C2135,#ffbebe,#8CAEA3,#1B2D2C,#1A3B3F
10096,#696C68,#E4DEE6,#ffe7cb,#2D6D16,#335726,#DED7DE,#58544A,#DEC7E6,#fabbad,#123A37,#123C1D,#DBBFDD
10097,#DF2933,#671321,#ffe1bb,#7C2117,#463D3C,#0D2F46,#9C1E51,#1C0612,#f7b39e,#460C12,#2E1E20,#121521
10098,#0E2C55,#1A3AAF,#ffebd9,#B8BCC2,#4559A1,#8C2318,#16192A,#1B1C69,#ffbebe,#9094AB,#33325D,#550E17
10099,#5E3A59,#D183D4,#f0b370,#A269AA,#D3B3CE,#D483D2,#311342,#7A50B2,#c37641,#573D88,#9477A5,#8050B2
10100,#83C177,#612045,#f0b370,#951A5F,#937887,#D483D2,#49A4A0,#0E070D,#c37641,#43163D,#6C4A6F,#8050B2
10101,#284A78,#7C4555,#ffebd9,#7C1923,#A93722,#83AFEA,#383950,#5A2C40,#ffbebe,#340C1E,#751619,#556FAC
10102,#143C51,#AF2D1C,#ffe1bb,#883A35,#51240D,#2754C4,#1C2131,#78121C,#f7b39e,#622A25,#2D1504,#373981
10103,#806524,#8941E9,#ffe1bb,#653C8D,#BCB4C6,#E4DA40,#523517,#623EB3,#f7b39e,#1C1F6A,#7879A3,#D1B05B
10104,#858082,#248027,#ffe7cb,#4B803D,#31AB76,#6E1F37,#675E66,#1D464E,#fabbad,#1E625B,#376F77,#2F0F1F
10105,#3AD36D,#BC85AE,#ffe7cb,#EDE43A,#D35CB7,#571E81,#3C9D98,#855399,#fabbad,#DEB957,#7D4A80,#2F164A
10106,#1BA677,#CA7A65,#ffebd9,#84161F,#842C15,#E8E2DA,#276171,#A34949,#ffbebe,#3D0C21,#500D0C,#E9D4D0
10107,#5355F6,#95884C,#ffe7cb,#BFA21E,#F6DB5D,#F6F5EA,#5F4CB1,#7E7F32,#fabbad,#AA7C35,#D4A760,#DCB6BB
10108,#483F58,#702AE4,#f0b370,#723ECA,#39165C,#C385C2,#182049,#4A2DB0,#c37641,#503592,#150A23,#7853A1
10109,#7D7E7D,#A2A2A1,#ffe1bb,#EBEAEC,#ECEBEC,#D8A1EC,#61635E,#898B84,#f7b39e,#BEC3D5,#BEC1D5,#6C89D4
10110,#536BAB,#E5E26F,#f0b370,#456031,#E6EE27,#C991FA,#2E4479,#BDA750,#c37641,#174235,#E0C345,#8F65C8
10111,#AB776F,#5E8191,#ffe1bb,#8B1E16,#166991,#FCEEED,#8D516A,#345175,#f7b39e,#480C1C,#37466C,#E1B1DF
10112,#396967,#EAEDEC,#ffe1bb,#C5CBCA,#DCDFDF,#CB403B,#222F50,#BCD4BB,#f7b39e,#8892A1,#BBCAD2,#972A3A
10113,#956120,#7A7A80,#FFE1BB,#84861C,#173586,#CFD1FD,#663417,#4A4763,#F7B39E,#27541D,#202148,#91B2EE
10114,#37BBBC,#8C606A,#FFEBD9,#125E5E,#0E4737,#8C1B35,#5C78A2,#69395D,#FFBEBE,#18433D,#072C12,#381227
10115,#D9677C,#D9D9D9,#FFE1BB,#FF5248,#E9E9E9,#7D762C,#B35263,#CABEB6,#F7B39E,#CB374A,#D3BDCD,#314620
10116,#CF924C,#83A6E2,#FFE7CB,#425CE2,#493AE2,#E6F347,#A05E3A,#5769A4,#FABBAD,#49419D,#3C32A6,#E2CF64
10117,#69D7B9,#D72F3C,#FFE7CB,#E9E9E9,#D76189,#D73C86,#759CBE,#902352,#FABBAD,#D3BDCD,#B24E6E,#853974
10118,#E6CBEE,#F3F3F3,#FFE7CB,#FFE6F9,#BC2F9D,#D698C3,#A0ACDF,#D3BBD3,#FABBAD,#DCC2FB,#693474,#8169B4
10119,#DCDFDF,#DCDFDF,#F0B370,#5870BC,#DCDFDF,#D34752,#BBC9D2,#BBC9D2,#C37641,#354787,#BBC9D2,#AC383F
10120,#4E2E3A,#9F5E74,#FFE1BB,#C5CBCA,#DCDFDF,#DF8496,#331123,#7C3F61,#F7B39E,#8892A1,#BBC9D2,#B75C86
10121,#405842,#583450,#FFE7CB,#7C9A1A,#9DAE69,#B784B0,#1A3A45,#3E133C,#FABBAD,#207126,#71974A,#7A5295
10122,#9B6EE5,#623978,#FFE1BB,#F1A2F0,#43336B,#61D0FF,#6548B3,#221B55,#F7B39E,#6D6DD8,#2B2840,#538CCE
10123,#65655F,#574B89,#FFE1BB,#A13640,#392399,#D7D4E2,#563B3D,#243566,#F7B39E,#7C282E,#251A5D,#C3BDE1
10124,#479B4D,#265334,#F0B370,#165B1A,#53C2C2,#DCDFDF,#316C65,#12382E,#C37641,#0C2F15,#6782A9,#BBC9D2
10125,#51C3C3,#EAEDEC,#DCDFDF,#FA91BA,#DCDFDF,#127353,#5C839C,#BFD4BB,#BBC9D2,#B05CE1,#BBC9D2,#193A44
10126,#BC8279,#2838BC,#BC3E28,#4F76BC,#5A3A3A,#DBCF23,#9E5C78,#2A2477,#871B1F,#2D4D88,#401E23,#CDA33E
10127,#FB365F,#DCDFDF,#801C24,#6A1721,#A2402D,#DCDFDF,#A73773,#BBC9D2,#380E20,#210814,#7B3121,#BBC9D2
10128,#B2E77A,#D5D9CF,#FFE1BB,#F9D038,#D5D9CF,#53841F,#68B673,#A1AB96,#F7B39E,#E1A757,#A2AB96,#194D42
10129,#8E2944,#24544E,#24544E,#CB403B,#592928,#CB403B,#4C1932,#32502F,#24574A,#962A3A,#3B1A16,#962A3A
10130,#307F96,#409562,#FFE7CB,#423A34,#E7CC65,#A1333A,#0F487A,#2A5968,#FABBAD,#2F1B1D,#BF9149,#732334
10131,#CBA19D,#6A1B23,#192774,#344FF6,#474F81,#CB403B,#A16E83,#200914,#1D1B37,#3D36B0,#21435E,#962A3A
10132,#F09734,#D2726B,#F0B370,#DF7A72,#DCDFDF,#DCDFDF,#C76C45,#AA5C55,#C37641,#B7645C,#BBC9D2,#BBC9D2
10133,#B3854F,#203FB3,#FFE1BB,#B6BC22,#902F33,#3D53A4,#855436,#353274,#F7B39E,#AB9638,#6B2123,#302F5F
10134,#A798D5,#1B5450,#1B5450,#7A58E0,#608888,#DCDFDF,#736FA2,#244D24,#244D24,#744D9C,#43506F,#BBC9D2
10135,#F0EDE1,#F0B370,#F0B370,#694283,#662B8F,#D87BE7,#F1E0D5,#C37641,#C37641,#252161,#3C1F57,#9951B7
10136,#FA4065,#FF8CA3,#FF8CA3,#5877DE,#53FFC3,#FFFFFF,#A53C75,#D97487,#D97487,#4D4D9A,#75BFD2,#C0B3CF
10137,#83605F,#CB403B,#831F35,#772E2B,#4C1917,#DCDFDF,#623A4D,#962A3A,#301122,#511F1D,#2D0E0B,#BBC9D2
10138,#9BB8F0,#613B73,#F0B370,#CA93F6,#491573,#F0D247,#5D88C0,#241C51,#C37641,#8F66C5,#240F3C,#DBAC63
10139,#72BE88,#169039,#169039,#145E3E,#619063,#DCDFDF,#4783A3,#185D58,#185D58,#0B3329,#396873,#BBC9D2
10140,#E7E1D9,#805A5A,#BD3918,#801019,#822F30,#E7C44A,#E8D3CF,#5E354B,#871621,#38091D,#5C2120,#C19359
10141,#5F4822,#D2804A,#FFEBD9,#FFCB5A,#FFCB5A,#CB403B,#494504,#A3503A,#FFBEBE,#D68F55,#D68F55,#962A3A
10142,#9CFFC2,#EFFFF6,#EFFFF6,#453D40,#453D40,#2C9156,#6999D1,#BFEACA,#BFEACB,#301F2E,#301F2E,#1F555E
10143,#1E1C48,#3D3848,#78779A,#6C3875,#1A157F,#E9ECF0,#1B1820,#1E1A3B,#435576,#511960,#110E42,#C3B7D9
10144,#183B5D,#66361A,#ECB73D,#A1372F,#5D5450,#D7DE72,#212435,#42240D,#C78951,#702111,#4F3348,#E3AE6C
10145,#2CC0A8,#124D38,#3E3638,#A1372F,#5D1B22,#4D2E2C,#4E7B99,#0A3214,#30101F,#702111,#220B11,#702111
10146,#EDBEB2,#ED794D,#89BFED,#5260B8,#35EDE2,#E9ECF0,#DB859A,#BF493E,#4F86B6,#4F408D,#6B9ACA,#C3B7D9
10147,#F7E8E6,#EAB3CE,#673C3E,#EAB3CE,#A84D7C,#5260B8,#F7C1D1,#D78BCE,#482625,#D78BCE,#813673,#4F408D
10148,#B1404F,#E9ECF0,#404343,#EAB3CE,#49C9A2,#5260B8,#8B313B,#C3B7D9,#1A2631,#D78BCE,#608E9E,#4F408D
10149,#97B08E,#5260B8,#E9ECF0,#C139DC,#E9ECF0,#5260B8,#5A8780,#4F408D,#C3B7D9,#6A42A3,#C3B7D9,#4F408D
10150,#E6A7D8,#7BE698,#E9ECF0,#E9ECF0,#765671,#76225F,#8376C5,#5EAEB9,#C3B7D9,#C3B7D9,#452F54,#231023
10151,#9FBE77,#515C3A,#D6D6D6,#5260B8,#6CBE48,#68B366,#49A079,#17412D,#A7A0B2,#4B408B,#408787,#258B76
10152,#1B2444,#59617C,#3D64EE,#E9ECF0,#B7B7B7,#132A78,#16151C,#263F5B,#4341A9,#C3B7D9,#9796A2,#1B1A3B
10153,#6E6D92,#4D4BAB,#273459,#D7DE72,#6EB9FB,#141272,#364770,#453967,#282730,#E3EA6C,#4477BE,#0C0B36
10154,#4E1D5D,#6C3875,#BDB8C1,#43205D,#99D2D9,#CE9DD9,#160E1D,#511960,#A794AB,#140F1E,#9FA8E0,#6A7AC0
10155,#4B526F,#87A5C7,#3E3638,#162443,#213443,#EAB3CE,#1F2D53,#4E7A98,#30101F,#12121A,#344241,#D78BCE
10156,#4473E9,#93832B,#4C3CCF,#E9ECF0,#ACB5E9,#68B366,#4548A4,#3E5C24,#3B3294,#C3B7D9,#70A0C7,#258B76
10157,#87832A,#A3A176,#555331,#6C3875,#704BF3,#D7DE72,#2B4F20,#878D57,#323F11,#511950,#5744BA,#E3AE6C
10158,#68B366,#E6253D,#511B22,#D7DE72,#877073,#E66285,#258B76,#9D1E5A,#320E0F,#E3AE6C,#65465A,#C04F6B
10159,#7D7483,#F8E0FE,#FEE0FD,#5260B8,#EAD0EC,#EEAABB,#453C61,#C9BCF9,#D2BCFA,#4F408B,#B2A7DF,#DD7788
10160,#A1372F,#576A94,#7E7C2F,#E9ECF0,#44473A,#2E3C7E,#702111,#214E73,#2D4621,#C3B7D9,#213118,#2C2B41
10162,#676563,#9B713C,#D7DE72,#ECF0F3,#DFE1E2,#EAB3CE,#583F4B,#6D4329,#E3AE6C,#BEDCD2,#AFB4C9,#D78BCE
10163,#606E57,#D7DE72,#4A8427,#386E1D,#BEFE6B,#81BB23,#325048,#E3AE6C,#1E4E4A,#143935,#71D391,#2C9240
10164,#B792E0,#6C3875,#E9ECF0,#53603F,#E9ECF0,#9137F7,#7E64AF,#511960,#C3B7D9,#204231,#C3B7D9,#5442C4
10165,#9D9BA0,#AF90DF,#E9ECF0,#603E94,#5B2DDF,#240C48,#827B8A,#7863AD,#C3B7D9,#312164,#412BA7,#07030E
10166,#3E3638,#E2562E,#824F40,#6C8FE2,#34486D,#E9ECF0,#30101F,#B53B2E,#5D282A,#4C5EA9,#3B3B47,#C3B7D9
10167,#7F333D,#EAB3CE,#745B61,#D1B8BE,#4E1F2C,#3E3638,#5A2329,#D78BCE,#52344B,#A4839C,#2F1016,#30101F
10168,#603F40,#CF8990,#E9ECF0,#821E20,#40160D,#68B366,#462227,#AC598E,#C3B7D9,#3C0F20,#270202,#258B76
10169,#A1372F,#31227B,#4C2DEB,#D7DE72,#7C804E,#68B366,#702111,#1B1541,#3D2AB0,#E3AE6C,#586934,#258B76
10170,#479195,#5D845D,#FFA5B7,#23519C,#387354,#88171F,#384C80,#4D4D4D,#E095BD,#1C293F,#193C21,#410C23
10171,#366E95,#696A6A,#50CADF,#A9E7DB,#5786F3,#9F2541,#2A4C78,#3B554A,#5B89B5,#5F95C3,#5057AF,#5B1824
10173,#4CCCB2,#CC90A4,#ACCCBE,#CC312C,#431020,#FFEBD9,#6B90A5,#9F5A95,#6D9099,#8B1F40,#100A0B,#FFBEBE
